,0
2024-01-01,100.32216434179064
2024-02-01,100.96729442589265
2024-03-01,99.83262254165575
2024-04-01,100.08628081810241
2024-05-01,100.06997522785547
2024-06-01,100.18964334328274
2024-07-01,100.45396559489919
2024-08-01,100.03446938798137
2024-09-01,100.27824256020942
2024-10-01,100.32428249192873
2024-11-01,100.15614843226766
2024-12-01,100.28843814850467
