Target,Model,Train RMSE,Test RMSE,CV RMSE,Test MAE,Test MAPE,Test sMAPE,Test NormMAPE,Test DirAcc
cpi_mom,XGBoost,0.2598333033089722,0.19342930855674656,0.3662367332308629,0.15000356038411647,0.1493907572874275,0.14948949893096736,0.0014902688331400247,90.9090909090909
cpi_mom,LightGBM,0.32348160428577655,0.1794915109794345,0.4285530340054202,0.13215366506807058,0.13160994254360683,0.13168091167209278,0.001312893776465199,100.0
cpi_mom,SVR,0.2406239725789617,0.19733455516686377,0.40355183157752805,0.13073738728390558,0.13003876912490506,0.130203726507005,0.0012972203116547601,100.0
