Date,Ensemble_cpi
2024-01-01,100.35918310679475
2024-02-01,100.70093174603319
2024-03-01,100.35380417438022
2024-04-01,100.36813439565375
2024-05-01,100.43011302572388
2024-06-01,100.47917822830347
2024-07-01,100.47629386382552
2024-08-01,100.51774921012472
2024-09-01,100.53076626030105
2024-10-01,100.29474313501274
2024-11-01,100.37586533892903
2024-12-01,100.26220344124425
