Case,Target,Model,RMSE,MAE,MAPE,sMAPE,NormMAPE,DirAcc
interpolate_regression_improved_rmse_trendTrue_logTrue,cpi,ARIMA,95.81753627866306,95.81751019236175,2075.0822725461785,182.41820055520728,449.39219570230347,63.63636363636363
interpolate_regression_improved_rmse_trendTrue_logTrue,cpi,SARIMA,95.8228614016379,95.82274627549394,2075.194393302155,182.4190578172295,449.4164772420663,63.63636363636363
interpolate_regression_improved_rmse_trendTrue_logTrue,cpi,SARIMAX,95.8228614016379,95.82274627549394,2075.194393302155,182.4190578172295,449.4164772420663,63.63636363636363
interpolate_regression_improved_rmse_trendTrue_logTrue,cpi,Exponential Smoothing,95.78347791343207,95.78320764261683,2074.3374357455,182.4123957120279,449.23088940147613,36.36363636363637
