Date,Forecasted cpi_mom
2025-01-01,100.30412560672045
2025-02-01,100.2185200989233
2025-03-01,100.37266839392402
2025-04-01,100.4570933961064
2025-05-01,100.23601099820826
2025-06-01,100.51523295984704
2025-07-01,100.52705746977509
2025-08-01,100.49797784653956
2025-09-01,100.17981040137337
2025-10-01,100.15803746330914
2025-11-01,100.35501371312274
2025-12-01,100.62468400445992
