Model,Target,Train_RMSE,Train_MAE,Train_MAPE,Train_R2,Test_RMSE,Test_MAE,Test_MAPE,Test_R2,CV_RMSE,CV_MAE,CV_MAPE,CV_R2
GRU,cpi_yoy,1.2104249439611678,0.9199441667292665,0.8529621401091265,0.9581544878317261,1.1340267046624164,0.8309503081350608,0.8081502071427037,0.15438822021433196,2.1111028150930307,1.6109366402843381,1.450103558188243,0.6855514330244825
GRU,cpi_mom,0.11251011500306572,0.08149532975821658,0.08088186614203995,0.9789758286658643,0.10572758907568618,0.07582603223396105,0.07572007537760797,0.9434294338529295,0.21882773682288206,0.15656362480695865,0.15520926170115396,0.8806350854489662
