Model,Target,Train_RMSE,Train_MAE,Train_MAPE,Train_R2,Test_RMSE,Test_MAE,Test_MAPE,Test_R2
Transformer,CPI MoM,0.42124810077505515,0.3304972287691557,0.3282208065327107,0.7267831974396898,1.1633075607774086,1.0263120445838338,1.0222254370147128,-4.806117976138216
Transformer,CPI YoY,2.655693843667903,2.0812742426945614,1.9410055209962775,0.8018332249715532,1.8975802290736297,1.5026702880859373,1.4612576547612235,-1.340064215052458
