Target,Train_RMSE,Train_MAE,Train_MAPE,Train_R2,Test_RMSE,Test_MAE,Test_MAPE,Test_R2
cpi_yoy,0.8453351848892636,0.6919345679649935,0.6496521608826408,0.9799214327494776,1.4590831962289537,0.8737763014573285,0.8542494237163989,-0.383526855029668
cpi_mom,0.584183094648948,0.4206534881591741,0.41750209620057654,0.4745523393465194,0.4986721843355818,0.3519454157902642,0.35102182253843695,-0.06690817539300387
