Model,Target,Train_RMSE,Train_MAE,Train_MAPE,Train_R2,Test_RMSE,Test_MAE,Test_MAPE,Test_R2
TCN,CPI MoM,0.9902233435019704,0.8634472691462586,0.8575075863762596,-0.5097248833179222,0.6961819493224022,0.5172781372070314,0.5161110964244645,-1.0794202644767514
TCN,CPI YoY,1.577649090420199,1.2875899270864635,1.1918258261638326,0.9300648274289554,2.0398556834539727,1.5142527559720553,1.4767575495017908,-1.704122535425805
