Target,Train_RMSE,Train_MAE,Train_MAPE,Train_R2,Test_RMSE,Test_MAE,Test_MAPE,Test_R2
cpi_yoy,1.767559882378269,1.2530480393629808,1.1961800353787564,0.9121369008706537,4.952687959194798,4.484996273156369,4.338112168128337,-15.128961072905472
cpi_mom,0.5079903419927062,0.38877124492938625,0.3865099951785552,0.6025249921006267,0.6635949569254754,0.5491547231963189,0.5470252882199643,-0.9176951059988088
