Date,Forecasted cpi_yoy
2025-01-01,103.33082677522593
2025-02-01,103.6180938669508
2025-03-01,103.40659838501887
2025-04-01,103.16374555931232
2025-05-01,103.43446196705733
2025-06-01,103.38801511503947
2025-07-01,103.34527239888016
2025-08-01,103.50676259628167
2025-09-01,103.98909352816955
2025-10-01,104.39405589956527
2025-11-01,104.65814737400201
2025-12-01,104.396408175392
