time,cpi_mom,cpi_yoy,cpi_mom_smoothed,cpi_yoy_smoothed,cpi_mom_log,cpi_yoy_log
2012-01-01,101.0,117.27,100.96666666666665,117.27999999999999,4.615120526742249,4.764478977000303
2012-02-01,101.37,116.44,100.84333333333332,115.95333333333332,4.61877719925916,4.757376127465537
2012-03-01,100.16,114.15,100.52666666666666,113.71,4.606768917335814,4.737513381736208
2012-04-01,100.05,110.54,100.13,111.00999999999999,4.605670071024745,4.7053774554516155
2012-05-01,100.18,108.34,99.99000000000001,108.59333333333332,4.606968577911503,4.685274439459954
2012-06-01,99.74,106.9,99.87666666666667,106.86333333333333,4.602566810144044,4.671893827385537
2012-07-01,99.71,105.35,100.02666666666666,105.76333333333332,4.602265982869786,4.657288149742367
2012-08-01,100.63,105.04,100.84666666666665,105.62333333333333,4.611450433882636,4.654341239514723
2012-09-01,102.2,106.48,101.22666666666667,106.17333333333333,4.62693168755434,4.667957183478292
2012-10-01,100.85,107.0,101.17333333333333,106.85333333333331,4.613634274315937,4.6728288438077
2012-11-01,100.47,107.08,100.52999999999999,106.96333333333332,4.609859185427442,4.673576227990964
2012-12-01,100.27,106.81,100.66333333333334,106.98666666666666,4.607866557508906,4.671051564464023
2013-01-01,101.25,107.07,100.94666666666666,106.96666666666665,4.617592715863192,4.673482835509863
2013-02-01,101.32,107.02,100.79333333333334,106.90999999999998,4.618283835003194,4.673015742227206
2013-03-01,99.81,106.64,100.38333333333333,106.75666666666666,4.603268388717531,4.669458685247798
2013-04-01,100.02,106.61,99.92333333333333,106.53666666666665,4.6053701759887575,4.669177325342367
2013-05-01,99.94,106.36,100.00333333333333,106.55333333333333,4.604570015922063,4.66682957577685
2013-06-01,100.05,106.69,100.08666666666666,106.77999999999999,4.605670071024745,4.669927442576319
2013-07-01,100.27,107.29,100.38333333333333,107.15999999999998,4.607866557508906,4.675535457969188
2013-08-01,100.83,107.5,100.71999999999998,107.02999999999999,4.613435940322807,4.677490856870043
2013-09-01,101.06,106.3,100.79333333333334,106.57333333333332,4.6157144097588745,4.66626529475524
2013-10-01,100.49,105.92,100.63,106.0,4.610058230012106,4.662684101629786
2013-11-01,100.34,105.78,100.44666666666667,105.91333333333331,4.6085644290222225,4.661361475091416
2013-12-01,100.51,106.04,100.51333333333334,105.75666666666666,4.610257234985907,4.6638163908512285
2014-01-01,100.69,105.45,100.58333333333333,105.38,4.612046499858996,4.658236916407951
2014-02-01,100.55,104.65,100.26666666666667,104.82999999999998,4.6106551261639614,4.65062145844767
2014-03-01,99.56,104.39,100.06333333333333,104.49666666666667,4.600760487543585,4.648133894999669
2014-04-01,100.08,104.45,99.94666666666667,104.51999999999998,4.605969876150662,4.648708497576534
2014-05-01,100.2,104.72,100.19333333333333,104.71666666666665,4.607168198630804,4.651290131150919
2014-06-01,100.3,104.98,100.24333333333334,104.88,4.60816570493798,4.653769865349777
2014-07-01,100.23,104.94,100.25,104.74333333333333,4.6074675550138275,4.6533887677878205
2014-08-01,100.22,104.31,100.28333333333335,104.28999999999998,4.607367779509627,4.6473672442746885
2014-09-01,100.4,103.62,100.24333333333334,103.71999999999998,4.609162217217788,4.6407303710372885
2014-10-01,100.11,103.23,100.08,103.14999999999998,4.606269591420404,4.6369595181646055
2014-11-01,99.73,102.6,99.86666666666667,102.55666666666666,4.6024665444408495,4.630837942483257
2014-12-01,99.76,101.84,99.76333333333332,101.79333333333334,4.602767311395839,4.623402964068475
2015-01-01,99.8,100.94,99.83666666666666,101.04,4.603168193337458,4.614526290818992
2015-02-01,99.95,100.34,99.96666666666668,100.73666666666666,4.6046700709514115,4.6085644290222225
2015-03-01,100.15,100.93,100.08,100.75333333333333,4.6066690720968495,4.614427217158625
2015-04-01,100.14,100.99,100.15000000000002,100.95666666666666,4.606569216887818,4.615021511940436
2015-05-01,100.16,100.95,100.21666666666665,100.97999999999998,4.606768917335814,4.61462535466474
2015-06-01,100.35,101.0,100.21333333333332,100.94999999999999,4.608664085207469,4.615120526742249
2015-07-01,100.13,100.9,100.13666666666666,100.83666666666666,4.606469351706728,4.614129937270366
2015-08-01,99.93,100.61,99.95,100.50333333333333,4.604469950880703,4.611251666243329
2015-09-01,99.79,100.0,99.94333333333334,100.20333333333332,4.603067987917266,4.605170195988091
2015-10-01,100.11,100.0,99.99000000000001,100.11333333333333,4.606269591420404,4.605170195988091
2015-11-01,100.07,100.34,100.06666666666666,100.31333333333332,4.60586995109537,4.6085644290222225
2015-12-01,100.02,100.6,100.02999999999999,100.57999999999998,4.6053701759887575,4.611152267605997
2016-01-01,100.0,100.8,100.14666666666666,100.89333333333332,4.605170195988091,4.613138365557903
2016-02-01,100.42,101.28,100.33,101.25999999999999,4.609361400564735,4.617888968269484
2016-03-01,100.57,101.7,100.44,101.62333333333333,4.610854012399712,4.622027312887356
2016-04-01,100.33,101.89,100.48,101.95666666666666,4.60846476290463,4.6238938098007
2016-05-01,100.54,102.28,100.44333333333333,102.18666666666667,4.610555668210719,4.627714160200068
2016-06-01,100.46,102.39,100.37666666666667,102.35333333333331,4.609759648276109,4.628789061353304
2016-07-01,100.13,102.39,100.23,102.44999999999999,4.606469351706728,4.628789061353304
2016-08-01,100.1,102.57,100.25666666666666,102.76666666666665,4.606169696311185,4.630545502068759
2016-09-01,100.54,103.34,100.49000000000001,103.32999999999998,4.610555668210719,4.638024532535834
2016-10-01,100.83,104.08,100.61666666666667,103.97666666666665,4.613435940322807,4.645159843812244
2016-11-01,100.48,104.51,100.51333333333334,104.44,4.6099587126721175,4.6492827701748745
2016-12-01,100.23,104.73,100.39,104.81666666666666,4.6074675550138275,4.651385619333417
2017-01-01,100.46,105.21,100.30666666666667,104.98333333333333,4.609759648276109,4.655958362324996
2017-02-01,100.23,105.01,100.3,104.94999999999999,4.6074675550138275,4.6540555932408045
2017-03-01,100.21,104.63,100.14666666666666,104.64333333333332,4.607267994049281,4.650430326950444
2017-04-01,100.0,104.29,99.89333333333332,104.03333333333335,4.605170195988091,4.647175489721769
2017-05-01,99.47,103.18,99.76666666666667,103.33333333333333,4.599856101217605,4.636475045508305
2017-06-01,99.83,102.53,99.80333333333333,102.74,4.603468749365363,4.630155448435243
2017-07-01,100.11,102.51,100.28666666666668,102.79666666666667,4.606269591420404,4.629960364550456
2017-08-01,100.92,103.35,100.54,103.08666666666666,4.6143281336816955,4.638121295803636
2017-09-01,100.59,103.4,100.64,103.24,4.611052859087593,4.638604971745509
2017-10-01,100.41,102.97,100.37666666666667,102.99333333333333,4.609261813850512,4.634437693380226
2017-11-01,100.13,102.61,100.25,102.72333333333331,4.606469351706728,4.630935403619756
2017-12-01,100.21,102.59,100.28333333333332,102.61333333333333,4.607267994049281,4.63074047184716
2018-01-01,100.51,102.64,100.48333333333333,102.79666666666667,4.610257234985907,4.631227730050171
2018-02-01,100.73,103.16,100.32333333333334,102.82,4.6124436798821185,4.636281190706824
2018-03-01,99.73,102.66,100.18,102.85333333333331,4.6024665444408495,4.6314225668730495
2018-04-01,100.08,102.74,100.12,103.08666666666664,4.605969876150662,4.632201534772429
2018-05-01,100.55,103.86,100.41333333333334,103.75666666666666,4.6106551261639614,4.643043848044519
2018-06-01,100.61,104.67,100.35666666666667,104.32999999999998,4.611251666243329,4.650812553420629
2018-07-01,99.91,104.46,100.32333333333332,104.36999999999999,4.604269790753936,4.6488042325811945
2018-08-01,100.45,103.98,100.31666666666666,104.13999999999999,4.609660101216145,4.644198582572804
2018-09-01,100.59,103.98,100.45666666666666,103.95,4.611052859087593,4.644198582572804
2018-10-01,100.33,103.89,100.21,103.77666666666666,4.60846476290463,4.643332656708005
2018-11-01,99.71,103.46,99.92999999999999,103.44333333333331,4.602265982869786,4.63918507424094
2018-12-01,99.75,102.98,99.85333333333334,103.0,4.6026670657950355,4.634534804328618
2019-01-01,100.1,102.56,100.21666666666665,102.72333333333331,4.606169696311185,4.6304480029227495
2019-02-01,100.8,102.63,100.23,102.62666666666667,4.613138365557903,4.631130297401363
2019-03-01,99.79,102.69,100.3,102.75,4.603067987917266,4.63171475094825
2019-04-01,100.31,102.93,100.19666666666667,102.83,4.608265400864489,4.634049155253808
2019-05-01,100.49,102.87,100.23666666666666,102.64999999999999,4.610058230012106,4.633466064863946
2019-06-01,99.91,102.15,100.19333333333333,102.48333333333333,4.604269790753936,4.626442331053156
2019-07-01,100.18,102.43,100.12333333333333,102.27999999999999,4.606968577911503,4.629179648211208
2019-08-01,100.28,102.26,100.25999999999999,102.22333333333331,4.60796628326217,4.627518599430848
2019-09-01,100.32,101.98,100.39666666666666,102.16333333333334,4.608365086852713,4.624776725432854
2019-10-01,100.59,102.25,100.62333333333333,102.58666666666666,4.611052859087593,4.627420804702862
2019-11-01,100.96,103.53,100.98333333333333,103.67333333333333,4.614724408697816,4.639861435437058
2019-12-01,101.4,105.24,101.19666666666667,105.06666666666666,4.619073101019016,4.656243465674183
2020-01-01,101.23,106.43,100.82000000000001,105.69,4.617395165489155,4.6674875014488
2020-02-01,99.83,105.4,100.11333333333333,105.56666666666666,4.603468749365363,4.657762645594928
2020-03-01,99.28,104.87,99.19,104.39999999999999,4.597944150968874,4.652721497381929
2020-04-01,98.46,102.93,99.23666666666668,103.39999999999999,4.589650384486463,4.634049155253808
2020-05-01,99.97,102.4,99.69666666666666,102.83333333333333,4.60487015098209,4.628886722371033
2020-06-01,100.66,103.17,100.34333333333332,102.98666666666666,4.611748511282647,4.6363781228050245
2020-07-01,100.4,103.39,100.37666666666667,103.24666666666666,4.609162217217788,4.638508255270717
2020-08-01,100.07,103.18,100.19666666666667,103.17999999999999,4.60586995109537,4.636475045508305
2020-09-01,100.12,102.97,100.09333333333332,102.87,4.6063694765515875,4.634437693380226
2020-10-01,100.09,102.46,100.06666666666666,102.30333333333333,4.606069791221936,4.629472488270962
2020-11-01,99.99,101.48,100.06,101.36999999999999,4.605070190988758,4.61986174458524
2020-12-01,100.1,100.17,100.05,100.22333333333331,4.606169696311185,4.606868752606702
2021-01-01,100.06,99.02,100.55999999999999,99.95999999999998,4.605770016054063,4.5953218600322465
2021-02-01,101.52,100.69,100.43666666666667,100.28666666666665,4.620255833256408,4.612046499858996
