time,cpi_mom,cpi_yoy,oil_price,gold_price,interest_rate,cpi_mom_smoothed,cpi_yoy_smoothed,cpi_mom_log,cpi_yoy_log,cpi_yoy_diff,month,year,cpi_mom_diff,cpi_mom_rolling_mean,cpi_mom_rolling_std,cpi_yoy_rolling_mean,cpi_yoy_rolling_std
1995-12-01,100.3,112.91,19.55,388.1,,100.3,112.91,4.60816569496789,4.726591041192431,,12,1995,,,,,
1996-01-01,100.9,109.76,17.74,408.5,,101.23333333333333,110.49000000000001,4.6141299273595635,4.6982961639775755,-3.1499999999999915,1,1996,0.6000000000000085,,,,
1996-02-01,102.5,108.8,19.54,401.2,,101.39999999999999,109.33999999999999,4.629862798578463,4.689511334421843,-0.960000000000008,2,1996,1.5999999999999943,,,,
1996-03-01,100.8,109.46,21.47,398.4,,101.13333333333333,108.91333333333334,4.613138355637268,4.695559185715772,0.6599999999999966,3,1996,-1.7000000000000028,,,,
1996-04-01,100.1,108.48,21.2,393.5,25.41,100.13333333333333,107.99000000000001,4.6061696863211745,4.686565824192085,-0.9799999999999898,4,1996,-0.7000000000000028,,,,
1996-05-01,99.5,106.03,19.76,394.4,24.29,99.7,106.39,4.600157644164547,4.6637220729377065,-2.450000000000003,5,1996,-0.5999999999999943,,,,
1996-06-01,99.5,104.66,20.92,381.6,23.17,99.43333333333334,104.87333333333333,4.600157644164547,4.650717000944062,-1.3700000000000045,6,1996,0.0,,,,
1996-07-01,99.3,103.93,20.42,393.1,24.68,99.46666666666665,103.93,4.598145571051127,4.6437175956003305,-0.7299999999999898,7,1996,-0.20000000000000284,,,,
1996-08-01,99.6,103.2,22.25,391.3,24.61,99.73333333333333,103.37666666666667,4.601162164590552,4.636668853047462,-0.730000000000004,8,1996,0.29999999999999716,,,,
1996-09-01,100.3,103.0,24.38,380.5,23.27,100.0,103.06666666666666,4.60816569496789,4.634728988229636,-0.20000000000000284,9,1996,0.7000000000000028,,,,
1996-10-01,100.1,103.0,23.35,379.1,23.89,100.43333333333334,103.27333333333333,4.6061696863211745,4.634728988229636,0.0,10,1996,-0.20000000000000284,,,,
1996-11-01,100.9,103.82,23.75,373.0,23.920350877192984,100.66666666666667,103.79,4.6141299273595635,4.642658630399083,0.8199999999999932,11,1996,0.8000000000000114,100.31666666666666,0.8871131252380987,106.42083333333333,3.3357061630276448
