Date,Ensemble_cpi
2024-01-01,100.48522088763517
2024-02-01,100.88511160388055
2024-03-01,100.28850141432667
2024-04-01,100.16243136366157
2024-05-01,100.34476637456618
2024-06-01,100.34655869925493
2024-07-01,100.23909851644456
2024-08-01,100.31402203592243
2024-09-01,100.41251396719181
2024-10-01,100.2282100474215
2024-11-01,100.2784154090491
2024-12-01,100.27730764421187
