Case,Target,Model,RMSE,MAE,MAPE,sMAPE,NormMAPE,DirAcc
none_ffill_mean_trendFalse_logFalse_exogFalse,cpi,SARIMA,0.3064407467878757,0.24130542790734566,0.2408775083097455,0.24053552406148151,0.002402907982772851,45.45454545454545
none_ffill_mean_trendFalse_logFalse_exogFalse,cpi,Exponential Smoothing,0.26794151920501197,0.22867972527051114,0.2282214555007381,0.22817029552406534,0.0022766557206228603,36.36363636363637
none_ffill_mean_trendFalse_logFalse_exogFalse,cpi,Prophet,0.28871012756175435,0.22966747230140191,0.22897939499397924,0.22885466536467497,0.002284216654275603,36.36363636363637
interpolate_regression_rmse_trendTrue_logTrue_exogTrue,cpi,SARIMA,95.67079161058821,95.6706200899808,2071.89901166666,182.39355134312981,448.7028097367125,45.45454545454545
interpolate_regression_rmse_trendTrue_logTrue_exogTrue,cpi,Exponential Smoothing,95.64334650724736,95.64282126005332,2071.2960251657464,182.3887831466263,448.57222338300033,36.36363636363637
rolling_mean_mean_diracc_trendFalse_logTrue_exogTrue,cpi,SARIMA,95.7731039690408,95.77302731806135,2074.118531579982,182.41073976257704,449.18348220953396,27.27272727272727
rolling_mean_mean_diracc_trendFalse_logTrue_exogTrue,cpi,Exponential Smoothing,95.61539139343641,95.61485984971625,2070.6902036826764,182.38408642583119,448.44102306864056,36.36363636363637
rolling_mean_mean_diracc_trendFalse_logTrue_exogTrue,cpi,Prophet,94.85118533675033,94.82798606920755,2053.6743676700007,182.24320321702473,444.7559721149433,36.36363636363637
