loss,val_loss,lr
0.8150314688682556,0.10680683702230453,0.001
0.7141434550285339,0.10595327615737915,0.001
0.6490474343299866,0.10811766237020493,0.001
0.5940134525299072,0.10620220750570297,0.001
0.5540491938591003,0.10349839925765991,0.001
0.5281893610954285,0.10207727551460266,0.001
0.5010562539100647,0.09761486202478409,0.001
0.4639919102191925,0.09605539590120316,0.001
0.4472585618495941,0.09556210041046143,0.001
0.42128533124923706,0.09654676914215088,0.001
0.401122510433197,0.09708277136087418,0.001
0.3875129520893097,0.09604010730981827,0.001
0.3859459459781647,0.09775982052087784,0.001
0.36649179458618164,0.09670916944742203,0.001
0.3532007932662964,0.09389188140630722,0.0005
0.3477920591831207,0.09173280745744705,0.0005
0.3578373193740845,0.09165666252374649,0.0005
0.35922354459762573,0.0929611399769783,0.0005
0.3230781853199005,0.09278267621994019,0.0005
0.3288957476615906,0.09368423372507095,0.0005
0.3375980257987976,0.09249508380889893,0.0005
0.3186180889606476,0.09238651394844055,0.00025
0.3127337694168091,0.0919039323925972,0.00025
0.3259516954421997,0.09104090929031372,0.00025
0.32788026332855225,0.09154418110847473,0.00025
0.31261035799980164,0.0917387306690216,0.00025
0.3180069625377655,0.09224387258291245,0.00025
0.31035974621772766,0.09242584556341171,0.00025
0.306234210729599,0.09241249412298203,0.00025
0.30674314498901367,0.09217945486307144,0.000125
0.29825955629348755,0.0917222872376442,0.000125
0.3036755323410034,0.09188161045312881,0.000125
0.3025936782360077,0.0920075997710228,0.000125
0.2949954867362976,0.09211812168359756,0.000125
