loss,val_loss,lr
1.0909236669540405,1.5211399793624878,0.001
0.8857132792472839,1.3081210851669312,0.001
0.7688772082328796,1.1539210081100464,0.001
0.70137619972229,1.0481234788894653,0.001
0.6536760926246643,0.968750536441803,0.001
0.6226391792297363,0.9158675670623779,0.001
0.5980265140533447,0.872717559337616,0.001
0.5691421627998352,0.8370220065116882,0.001
0.5643879175186157,0.8198900818824768,0.001
0.5542612075805664,0.8075911998748779,0.001
0.5438390374183655,0.7902635335922241,0.001
0.5279654264450073,0.7784633636474609,0.001
0.5212980508804321,0.7717702984809875,0.001
0.5051854252815247,0.7667760848999023,0.001
0.5050480961799622,0.7627383470535278,0.001
0.48704808950424194,0.7560819983482361,0.001
0.4860367774963379,0.7485860586166382,0.001
0.4800593852996826,0.7449930310249329,0.001
0.4649807810783386,0.7406458258628845,0.001
0.4579143226146698,0.7315346598625183,0.001
0.4589940905570984,0.727217972278595,0.001
0.44271931052207947,0.7213363647460938,0.001
0.4304083585739136,0.7174110412597656,0.001
0.4198821187019348,0.7123957276344299,0.001
0.4120262861251831,0.7088577151298523,0.001
0.4064616858959198,0.7056224942207336,0.001
0.39686810970306396,0.6999207139015198,0.001
0.38818418979644775,0.6968849301338196,0.001
0.39115601778030396,0.6954221129417419,0.001
0.37183162569999695,0.692184329032898,0.001
0.3706575334072113,0.693601131439209,0.001
0.361771821975708,0.6887086629867554,0.001
0.3548877239227295,0.6872360706329346,0.001
0.3422933518886566,0.6882238984107971,0.001
0.3394857943058014,0.6863424181938171,0.001
0.3407383859157562,0.6979843974113464,0.001
0.3305259943008423,0.691127598285675,0.001
0.32517731189727783,0.6926993131637573,0.001
0.31870052218437195,0.6882475018501282,0.001
0.31184887886047363,0.6931650042533875,0.001
0.3057025074958801,0.6918336749076843,0.0005
0.30043041706085205,0.6918075084686279,0.0005
0.2989504039287567,0.6963903903961182,0.0005
0.3034277856349945,0.6948531866073608,0.0005
0.29304856061935425,0.6943168044090271,0.0005
