loss,val_loss,lr
0.8091097474098206,1.1926517486572266,0.001
0.7373928427696228,1.1176317930221558,0.001
0.6953961849212646,1.0534156560897827,0.001
0.657715916633606,1.0015889406204224,0.001
0.5963044166564941,0.9455299377441406,0.001
0.5592703819274902,0.8913225531578064,0.001
0.5290297865867615,0.8426799774169922,0.001
0.46781864762306213,0.7981497049331665,0.001
0.41796380281448364,0.7765517234802246,0.001
0.3924172520637512,0.7816618084907532,0.001
0.36111876368522644,0.8198004961013794,0.001
0.35369768738746643,0.9162908792495728,0.001
0.3431611955165863,0.838211715221405,0.001
0.32536426186561584,0.8696405291557312,0.001
0.3231116533279419,0.8242965340614319,0.0005
0.3219906687736511,0.8208073973655701,0.0005
0.31182998418807983,0.8271774053573608,0.0005
0.32431384921073914,0.821471631526947,0.0005
0.31871575117111206,0.810583233833313,0.0005
