loss,val_loss,lr
3.5982799530029297,1.1313824653625488,0.001
1.6318196058273315,0.7175512313842773,0.001
1.1346818208694458,0.6597518920898438,0.001
0.9227676391601562,0.6364737153053284,0.001
0.8436711430549622,0.6155240535736084,0.001
0.8287783265113831,0.6371889114379883,0.001
0.7505012154579163,0.6026800274848938,0.001
0.7704980969429016,0.5869622826576233,0.001
0.6924094557762146,0.6349517107009888,0.001
0.6141378879547119,0.6110857129096985,0.001
0.6180175542831421,0.5608657002449036,0.001
0.5710995197296143,0.5487462878227234,0.001
0.5450671911239624,0.5797243118286133,0.001
0.5111125707626343,0.5845956206321716,0.001
0.5549221038818359,0.7902662754058838,0.001
0.5000579953193665,0.5089107155799866,0.001
0.4956296384334564,0.7350454330444336,0.001
0.4638902544975281,0.6152580380439758,0.001
0.4271469712257385,0.620049238204956,0.001
0.4725598990917206,0.4890540838241577,0.001
0.4131620228290558,0.5036421418190002,0.001
0.4073197841644287,0.4756287634372711,0.001
0.37873074412345886,0.4931797981262207,0.001
0.3933275043964386,0.5989881157875061,0.001
0.37201985716819763,0.5478695631027222,0.001
0.38539204001426697,0.47494208812713623,0.001
0.378692626953125,0.4798826277256012,0.001
0.33670705556869507,0.5296303033828735,0.001
0.3488905429840088,0.49576836824417114,0.001
0.3500635027885437,0.4663904011249542,0.001
0.32424020767211914,0.48969563841819763,0.001
0.31994274258613586,0.44045165181159973,0.001
0.3721112608909607,0.5089718103408813,0.001
0.31827813386917114,0.5289376974105835,0.001
0.32447659969329834,0.4921335279941559,0.001
0.3005475401878357,0.8705132007598877,0.001
0.31798815727233887,0.49859556555747986,0.001
0.2981182932853699,0.5275868773460388,0.0005
0.2884387671947479,0.5637922883033752,0.0005
0.2914882004261017,0.48898619413375854,0.0005
0.2781481444835663,0.5910709500312805,0.0005
0.2877982258796692,0.47902050614356995,0.0005
