loss,val_loss,lr
0.7096997499465942,0.8792951703071594,0.001
0.6065317988395691,0.8641888499259949,0.001
0.551895022392273,0.834479808807373,0.001
0.46998438239097595,0.8267863392829895,0.001
0.4628708064556122,0.8138609528541565,0.001
0.42856061458587646,0.7935775518417358,0.001
0.4300278425216675,0.7780863046646118,0.001
0.42041829228401184,0.7605287432670593,0.001
0.40477144718170166,0.7414248585700989,0.001
0.4098801612854004,0.7377848625183105,0.001
0.40680524706840515,0.7201392650604248,0.001
0.3670046925544739,0.7031171917915344,0.001
0.3697539269924164,0.6814069747924805,0.001
0.35997459292411804,0.6601575016975403,0.001
0.3437992036342621,0.6340195536613464,0.001
0.33182138204574585,0.6226091980934143,0.001
0.3548290431499481,0.6036897301673889,0.001
0.32013046741485596,0.5781834125518799,0.001
0.32217398285865784,0.5606615543365479,0.001
0.30098167061805725,0.5413256883621216,0.001
0.2970118820667267,0.5228853821754456,0.001
0.3060242235660553,0.4975358545780182,0.001
0.29064175486564636,0.49630993604660034,0.001
0.293239951133728,0.48292243480682373,0.001
0.24430446326732635,0.4493306279182434,0.001
0.2730390429496765,0.4593314230442047,0.001
0.2719769775867462,0.4518473744392395,0.001
0.2415878176689148,0.4296373128890991,0.001
0.26250576972961426,0.43621453642845154,0.001
0.24750488996505737,0.3963330388069153,0.001
0.2279815971851349,0.39578357338905334,0.001
0.22688502073287964,0.3896443545818329,0.001
0.24124380946159363,0.3668506145477295,0.001
0.20818744599819183,0.38260969519615173,0.001
0.18741318583488464,0.41018712520599365,0.001
0.19923782348632812,0.3922109305858612,0.001
0.19459804892539978,0.34814393520355225,0.001
0.18172195553779602,0.3589330315589905,0.001
0.20123261213302612,0.418123334646225,0.001
0.185639426112175,0.3694283664226532,0.001
0.19063308835029602,0.37893831729888916,0.001
0.17344661056995392,0.36504948139190674,0.001
0.18844343721866608,0.34548062086105347,0.0005
0.1959431916475296,0.36559587717056274,0.0005
0.1723940223455429,0.3636817932128906,0.0005
0.17188875377178192,0.3763241767883301,0.0005
0.19771766662597656,0.40651243925094604,0.0005
0.1434493064880371,0.392563134431839,0.0005
0.18141643702983856,0.3886795938014984,0.00025
0.18632981181144714,0.38636887073516846,0.00025
