loss,val_loss,lr
0.7333759665489197,0.9872484803199768,0.001
0.6012845635414124,0.8450368046760559,0.001
0.5034802556037903,0.7351493239402771,0.001
0.4562370479106903,0.6502229571342468,0.001
0.37330278754234314,0.581205427646637,0.001
0.32838600873947144,0.5272781252861023,0.001
0.30092620849609375,0.48948240280151367,0.001
0.2604929804801941,0.46867096424102783,0.001
0.23487994074821472,0.458005428314209,0.001
0.224678173661232,0.44922927021980286,0.001
0.21574534475803375,0.44108742475509644,0.001
0.21117983758449554,0.43318700790405273,0.001
0.20228613913059235,0.42341336607933044,0.001
0.2041398137807846,0.4125010371208191,0.001
0.18944033980369568,0.40171098709106445,0.001
0.1915128231048584,0.39109641313552856,0.001
0.18185701966285706,0.38315126299858093,0.001
0.17234893143177032,0.3766363859176636,0.001
0.16686464846134186,0.36897754669189453,0.001
0.16795779764652252,0.360840380191803,0.001
0.16645708680152893,0.3523293137550354,0.001
0.15623915195465088,0.3437681496143341,0.001
0.15577314794063568,0.3401808440685272,0.001
0.14772112667560577,0.3300883173942566,0.001
0.1576758623123169,0.3273530602455139,0.001
0.14616283774375916,0.3140866160392761,0.001
0.13859158754348755,0.3060956597328186,0.001
0.15248720347881317,0.29762253165245056,0.001
0.13168609142303467,0.29217207431793213,0.001
0.1338963806629181,0.28543296456336975,0.001
0.12275560200214386,0.2784672677516937,0.001
0.13106301426887512,0.2747500538825989,0.001
0.12606249749660492,0.2667880952358246,0.001
0.13088074326515198,0.26002252101898193,0.001
0.12460733205080032,0.2557317018508911,0.001
0.12018556147813797,0.25218603014945984,0.001
0.11761754006147385,0.2475052922964096,0.001
0.11095712333917618,0.24283769726753235,0.001
0.1121310219168663,0.2342945635318756,0.001
0.11481285840272903,0.23036211729049683,0.001
0.11200994998216629,0.22686275839805603,0.001
0.10373947769403458,0.2151716947555542,0.001
0.09292281419038773,0.2113158106803894,0.001
0.10058162361383438,0.2071579098701477,0.001
0.10022544115781784,0.20257313549518585,0.001
0.09646612405776978,0.20214155316352844,0.001
0.10022252053022385,0.19910897314548492,0.001
0.09650010615587234,0.20043711364269257,0.001
0.09341153502464294,0.19286450743675232,0.001
0.10267312824726105,0.19172857701778412,0.001
