Date,Ensemble_cpi
2024-01-01,100.48085653959619
2024-02-01,100.93196765178719
2024-03-01,100.15284717467185
2024-04-01,100.03545825363219
2024-05-01,100.30322328410318
2024-06-01,100.32874416901237
2024-07-01,100.19247635830668
2024-08-01,100.20455160140327
2024-09-01,100.28935615558393
2024-10-01,100.08612416147886
2024-11-01,100.14231252622315
2024-12-01,100.14307503213203
