Case,Target,Model,RMSE,MAE,MAPE,sMAPE,NormMAPE,DirAcc
interpolate_regression_rmse_trendTrue_logTrue_exogTrue,cpi,SARIMA,95.67079161058821,95.6706200899808,2071.89901166666,182.39355134312981,448.7028097367125,45.45454545454545
interpolate_regression_rmse_trendTrue_logTrue_exogTrue,cpi,Exponential Smoothing,95.64334650724736,95.64282126005332,2071.2960251657464,182.3887831466263,448.57222338300033,36.36363636363637
