Date,Ensemble_cpi
2024-01-01,100.58084651080293
2024-02-01,101.07159430087708
2024-03-01,100.26697517944787
2024-04-01,100.08205058818122
2024-05-01,100.31504462066223
2024-06-01,100.31109760163574
2024-07-01,100.16489027905331
2024-08-01,100.26357335105384
2024-09-01,100.39305560299047
2024-10-01,100.14590529912289
2024-11-01,100.21231609752496
2024-12-01,100.21098914672866
