Case,Target,Model,RMSE,MAE,MAPE,sMAPE,NormMAPE,DirAcc
rolling_mean_mean_diracc_trendFalse_logTrue_exogTrue,cpi,SARIMA,95.7731039690408,95.77302731806135,2074.118531579982,182.41073976257704,449.18348220953396,27.27272727272727
rolling_mean_mean_diracc_trendFalse_logTrue_exogTrue,cpi,Exponential Smoothing,95.61539139343641,95.61485984971625,2070.6902036826764,182.38408642583119,448.44102306864056,36.36363636363637
rolling_mean_mean_diracc_trendFalse_logTrue_exogTrue,cpi,Prophet,94.85118533675033,94.82798606920755,2053.6743676700007,182.24320321702473,444.7559721149433,36.36363636363637
