Date,Ensemble_cpi
2024-01-01,100.46150265806837
2024-02-01,100.78473469935793
2024-03-01,100.26621931789674
2024-04-01,100.17715719618576
2024-05-01,100.34214211572773
2024-06-01,100.35362999122701
2024-07-01,100.289848834739
2024-08-01,100.38452887882154
2024-09-01,100.46218788148548
2024-10-01,100.25900115502769
2024-11-01,100.30905553666558
2024-12-01,100.30514188876668
