Date,Ensemble_cpi
2024-01-01,100.31656577845129
2024-02-01,99.32982677605354
2024-03-01,100.18045471003197
2024-04-01,100.04075497996354
2024-05-01,100.32102640568479
2024-06-01,100.47583543942463
2024-07-01,100.43704329409647
2024-08-01,100.36937449020911
2024-09-01,100.35098969121148
2024-10-01,100.22933934260409
2024-11-01,100.2937669993135
2024-12-01,100.18666579946807
